,job_id,job_title,company,descriptions,location,category,subcategory,type,salary
147,72687655,Network Engineer (SG Support),iFAST Capital Sdn Bhd,"Support Daily Network/Firewall Administration Issues.
Ensure Network availability and performance.
Network devices firmware upgrade and patching.
Network security and hardening.
Maintain System/License inventory list and warranty.
Administer office support ticket and ad-hoc deployment.
Able to take on additional tasks or responsibilities when required.
Diploma or Bachelor's Degree in IT.
1 to 2 years of working experience in Network and Firewall Administration.
Familiar with basic network switching.
Familiar with basic Unix/Linux command..
Familiar with Cisco and Juniper switches devices/CLI.
Good to have Firewall/Load Balancer knowledge.
Any CCNA/CCNP and JNCIA/JNCIP certification is a plus.
Strong communication and soft skills.
Strong self-study and research skills.
Adaptive to different situations; attentive and proactive to issues; team-oriented person.
Fun: Game room with PS4, FIFA19 and Foosball at all time.
Snacks & Beverages: Vending machines with various snacks and drinks for you to choose. Coffee machine with fresh brew Expresso, Americano, Latte and many more at your choice. Weekly Fruits Day and Monthly Ice-cream day too!
Yearly activities: Movie Day, Outdoor activities, Celebration during festive seasons and many more!
Investment: 0% sales charge* if you invest through our platform.
Remuneration package: Competitive Salary (way above market rate if you the right potential!)
Coverage: Insurance and medical coverage
Allowances: Monthly sports allowance, Yearly department gathering and welcome dinner for new staffs.
Annual Leaves: 21 days
Continuous learning and development.
Overseas career advancement.
Qualifications
Skills
Working Experience
Expected Salary",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,
148,72665760,NETWORK ENGINEER,iCloud Systems Sdn Bhd,"Provide on-site Technical Product support or installation service to customer.
Provides Level 1 and Level 2 onsite technical support to troubleshoot and resolve hardware and software issues at customers’ premises.
Proactively and effectively communicates status, plan-of-action, and resolution of issues.
Provides customers and partners with a consistently high-quality support experience.
Effectively manages case escalations to vendor tier 3 support/technical centre while maintaining customer communication.
Manages multiple cases and prioritizes based upon customer and business needs.
Troubleshooting, diagnosing, and resolving hardware, software, and other network problems.
Install hardware and software configurations, provide technical consultation and installation assistance to on-site personnel or contractor.
Provide technical product training and basic user functionality training to customer base when required. 
Managing assigned projects and program components to deliver services in accordance with established objectives.
Provides Level 1 and Level 2 onsite technical support to troubleshoot and resolve hardware and software issues at customers’ premises.
Proactively and effectively communicates status, plan-of-action, and resolution of issues.
Provides customers and partners with a consistently high-quality support experience.
Effectively manages case escalations to vendor tier 3 support/technical centre while maintaining customer communication.
Manages multiple cases and prioritizes based upon customer and business needs.
Troubleshooting, diagnosing, and resolving hardware, software, and other network problems.
Hands on technical experience with good on LAN/WAN operations, Network protocols, UNIX or Linux OS, and/or networking hardware required.
Intermediate understanding of TCP/IP protocols and the OSI model
Intermediate knowledge on LANs and WANs technology, including: 
Highly available, redundant networks, 
VLAN – setup and implementation.
Firewalls
Voice over IP network design and implementation,
QoS,
routing protocols, 
Proficient with Windows OS, Microsoft Networking, Active Directory.
Sound knowledge of DHCP, DNS protocol/BIND
Able to work with moderate supervision.
Good time management skills
Ability to quickly learn new or unfamiliar technology and products using documentation and internet resources.
Proven Track record in term environment
Analytical thinker with strong attention to detail
Must be able to read, write and speak English fluently, including technical concepts and terminology. Multiple language skills a plus.
Must be able to relay technical information to customers with varying skill level.
Strong organizational skills and ability to multi-task in a small business environment
Fresh Graduate with bachelor's degree (BA/BS) in Network/Electronic/electrical engineering, computer science or equivalent are encouraged to apply.
Preferred candidate with 2-3 years’ experience in a field/technical support role, working with relevant technologies.
Cisco CCNA/CCNP or equivalent professional certifications are highly desired.
Other industry certification such as, Fortinet NSE4/5/6, CompTIA security+, CISSP are desired.",Petaling,Information & Communication Technology,Engineering - Network,Full time,
149,72840821,IT Support & Development Specialist,ASPRI ASSOCIATES,"Provide comprehensive technical assistance for various devices including desktops, laptops, printers, and servers.
Diagnose and resolve complex issues related to hardware, software, operating systems, and networks.
Efficiently install, configure, and deploy hardware, software, and network resources to end-users.
Manage IT hardware and software inventory.
Oversee and update company websites.
Manage domain names and web hosting subscriptions.
Regularly update IT-related documentation.
Contribute to the creation and enhancement of in-house web applications.
Provide flexible and responsive ad-hoc IT support as directed by the Head of Department or supervisor.
Minimum of 2 years in network, software, and hardware support.
Minimum of 2 years in software development.
Proficient in Microsoft Windows, Microsoft Office, WordPress, HTML.
Skilled in networking (LAN/WAN) configurations, troubleshooting, and administration.
Working experience in web application development using PHP, C#, JavaScript, Laravel, Blazor, NextJs.
Ability to work independently with a result-oriented and positive attitude.
Excellent verbal and written communication skills in English.
Which of the following statements best describes your right to work in Malaysia?
What's your expected monthly basic salary?
How many years' experience do you have as a Development Specialist?",Kuala Lumpur,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 4,000 – RM 6,000 per month"
150,72877848,IT Executive,MeHow Medical (M) Sdn Bhd,"Responsible Installation & maintenance of employee’s computer / laptop software and hardware/facilities;
Troubleshooting, diagnosing, and resolving hardware, software, and other network and system problems to all employees for IT issue;
Responsible for the purchase of all of the company's computers, accessories and peripherals;
Responsible for manage all IT equipment inventory and user asset record;
Responsible for the installation and maintenance and planning of the IP network; 
Responsible for the management and maintenance of door access control and attendance device, also employee door access control and attendance device authority settings and data import;
Maintenance and support of normal operation for PABX; 
Responsible for IT software or system operating instructions training; 
To perform any other tasks or assignments as directed by the management from time to time.
Minimum 3 years of relevant working experience for this position
Computer network knowledge
Miscellaneous allowance, Medical Expenses Claim, Parking, Insurance Scheme, Yearly Medical Check Up package, etc.
5 days working （8.30am - 5.30pm)
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Executive?
How many years' experience do you have using SQL queries?",Seberang Perai,Information & Communication Technology,Management,Full time,
151,72749174,Core Network Engineer,Agensi Pekerjaan Randstad Sdn Bhd - Professional,"A major Telecommunication service provider that serves global telecom operators, government & enterprise customers, and consumers. 
Job title : CS Core Engineer
Location : Selangor
Salary : Up to RM20,000
Employment : Renewable contract basis
Post-sales work related to commissioning, operation, maintenance & final equipment acceptance for circuit switching core network projects.
Maintains the devices in the network, including software upgrades, preventive maintenance, and troubleshooting.
Provides pre-sales departments with necessary technical support, including technical reviews.
Improves the skills of local on-site employees and provides technical training for users.
Preferably with 3-5 years or above of relevant working experience. 
Working experience on MSC/MSS, MGW, HLR, STP, IN, at least 3 nodes experience is must.
Deep understanding of various GSM/WCDMA protocols, SCCP, MAP, CAP, BICC, ISUP etc.
Strong troubleshooting experience on CS Core Network nodes.
Ability to solve complex issues and expert in Core network traces as well as CS optimization.",Kuala Lumpur,Information & Communication Technology,Help Desk & IT Support,Full time,
152,72763453,Infrastructure Operations Manager,Getronics Solutions (S) Pte Ltd,"Network-related topics
Wireless Network implementation and hands-on experience 
Manage LAN service projects
BAU network topics: improving the current network landscape, troubleshooting, working with vendors to resolve issues, and solutioning with vendor SD WAN project implementation experience and BAU for a client (work closely with the vendor to implement the project)
Good technical knowledge and hands-on experience on IT Network
 Infrastructure devices (switches, routers, firewalls, wireless controllers, APs, etc.), not limited to any
Work closely with the IT infrastructure engineer to look into overall performance improvements for all systems
At least 5-7 years of working experience
Experience in driving at least one large-scale network transformation project (added value)",Kuala Lumpur,Information & Communication Technology,Management,Contract/Temp,"RM 4,000 – RM 6,000 per month"
153,72866089,Technical Support Enginner,Acoustic & Lighting System Sdn Bhd,,Petaling,Engineering,Electrical/Electronic Engineering,Full time,"RM 3,000 – RM 3,500 per month"
154,72871051,Server Administration Specialist,Private Advertiser,"Troubleshoot and resolve NFV infrastructure issues, ensure proper security controls are in place.
Develop metrics for NFV infrastructure; establish dashboards for monitoring metrics and key performance indicators.
Provisioning and de-provision services and ensure the service availability SLA is met.
Maintain regular backups of the system.
Work with Engineering team in the capacity expansion and change request.
A recognized university Degree in Electrical/Electronic/Telecommunications Engineering or equivalent.
Solid understanding of system and network administration (RHEL, Open Stack, TCP/IP, DNS, VLAN, VPN, VxLAN etc).
Familiarity with penetration testing, vulnerability scanning, log/configuration management systems is preferred.
Preferable with 3 years hand-on experience in OpenStack administration and in NFV infrastructure.
Knowledge of or desire to learn containerization technologies such as Docker, Kubernetes and scripting language such as Bash, Python and Powershell.
Able and willing to provide on-call duty.
What's your expected monthly basic salary?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,
155,72891110,Technical Support Engineer (Thai Speaking Fresh Graduate),Dell Global Business Center Sdn Bhd,"Responds to incoming contacts which are SLA bound, related to Dell enterprise hardware, peripherals, applications, networking and its associate products.
Assists customers by diagnosing problems and providing resolutions for technical and service issues.
Uses troubleshooting techniques and tools to identify products that are defective and follow guidelines in dispatching services/parts
Assumes complete ownership of customer issue until resolved involving multiple inbound and outbound communications; owns the issue and engages/collaborates with multiple resources.
Proactively contributes to increasing team efficiency by sharing knowledge, providing feedback about best practices, writing tools / utilities.
Well-versed in verbal & written communication skills - Thai and English
Fresh graduates from any related background .
Ability to demonstrate sense of urgency regarding customer reported issues.
Excellent telephone and customer handling skills.
Excellent analytical and logical thinking skills.
What's your expected monthly basic salary?",Penang Island,Information & Communication Technology,Help Desk & IT Support,Full time,
156,72794674,IT Engineer,MMI Precision Manufacturing Sdn Bhd,"What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Engineer?
Which of the following Microsoft Office products are you experienced with?",Melaka Tengah,Information & Communication Technology,Help Desk & IT Support,Full time,
157,72930274,CYBERSECURITY CONSULTANT (CMS CONSULTING),SysArmy Sdn Bhd,"Possess at least a Degree in Computer Science, Information Technology, or another relevant field.
At least 2 years of experience in IT Security, Information Security, or Cybersecurity.
At least 2 years of working in a security or network operation center and understanding SIEM tools.
Experience in managing Cybersecurity Operations and Threat Analysis within IT Applications, Cloud networks, and IT Infrastructure.
Experience in troubleshooting and resolving Firewall, Cybersecurity Attack, Threat Management, and Vulnerability issues.
Good understanding of the Cybersecurity Monitoring process, flow best practices, privacy, and risk policies to protect the business against Cybersecurity attacks and threats.
Ability to handle high-pressure situations with critical stakeholders
Good analytical skills, problem-solving and interpersonal skills
Enjoy working in a team-based environment.
Excellent command of verbal and written in both English and Bahasa Malaysia.
Which of the following statements best describes your right to work in Malaysia?
What's your expected monthly basic salary?
How would you rate your English language skills?
How many years' experience do you have as a Cyber Security Consultant?
How much notice are you required to give your current employer?",Kuala Lumpur,Information & Communication Technology,Consultants,Full time,
158,72803445,"IT Specialist, Security & Governance",Mewah Group,"Ensure security and integrity of organization's information systems and data.
Design, implement, and maintain security policies, procedures, and technologies.
Protect the organization from internal and external threats.
Maintain compliance with regulatory standards.
Conduct security risk assessments.
Develop security policies and procedures, including incident response and disaster recovery plans.
Implement and maintain security technologies such as firewalls, encryption, and intrusion detection/prevention systems.
To ensure security and governance policies and procedures are integrated into all aspects of organization's operations.
Conduct security awareness training for employees.
To collaborate with other IT and business units.
External and internal training and seminar – to gain more knowledge to develop your technical expertise and soft skills
Buddy assigned from your first day of work to guide and help you to adapt well in our organisation and culture
Opportunity to develop your goals aligned with the company’s goals through our Key Performance Planning system
Ability to manage your own time as we encourage work life balance through 5 days flexible working hour
Recognition and reward for your performance
Great self-development opportunity not limited to career but also personal development through the training provided
Enjoying social time with sports activities and in-house gym with the chance to mingle and get to know others outside office hour
How much notice are you required to give your current employer?
What's your expected monthly basic salary?",Shah Alam/Subang,Information & Communication Technology,Security,Full time,
159,72905772,IT Technician (Desktop Service),Plexus Manufacturing Sdn Bhd,"Manages low to medium complexity tasks and provide Desktop Admin and customers with timely feedback on status. Support issue escalation and resolution.
Alignment with and adherence to global IT policies and standards.
Support Desktop Admin in ensuring effective lifecycle management of computing devices, equipment, and related software inventory tracking.
Follows established change management policies and procedures to test and implement system updates, modifications, and/or deletions.
Diploma in any IT field and a minimum of 4 - 6 years of related experience is required. An equivalent combination of education and experience sufficient to successfully perform the key job accountabilities may be considered.
6 working days (Monday to Saturday)
Required to work shift
Entry level decision making
Intermediate to Advanced level computer and problem-solving skills
Intermediate verbal and written communication skills
Ability to support Desktop Admin to write detailed correspondence, journal task progress, problem resolutions, and technical procedures
Ability to effectively present information verbally in one-on-one and small group situations to customers, clients, and other employees of the organization.
Demonstrate a high level of customer service, providing support through both electronic and in person interactions, ensuring internal customer satisfaction.
Uses existing automated systems to remove the need for repetitive user and or administrative procedures.
Demonstrate ability to analyze technology issues. Apply standard procedures and documented techniques to resolve issues in an efficient and timely manner.
Ensure consistent loading of software packages, operating systems and specialized packages through established processes.
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Technician?
Are you available for shift work?",Penang,Information & Communication Technology,Help Desk & IT Support,Full time,
160,72804372,IT Executive,Carlo Rino Group Berhad,"Support and coordinate operating systems, security tools, servers, email systems, ERP, point-of-sale, wireless communications, mobile technology, cyber security, computer hardware and software.
Maintain, configure and operate computer systems, servers, network related systems and virtualization.
Ensure all software, applications, networks and other systems are efficiently and conclusively assessed, upgraded, configured, installed and rectified for optimum performance and security.
Provide technical networking support on cabling and communication equipment.
Provide IT technical recommendations based on task requirements.
Implement and monitor daily backup operations and conduct recovery tests.
Source and liaise with vendors on all IT related equipment, services and application systems.
Implement policies, procedures, guidelines and technical solutions of IT department.
Prepare user manuals and training materials, when necessary.
Perform hardware and software inventory management including IT supplies.
Candidate must possess at least Diploma /Degree in Information Technology / System/ Computer Science or any related field of study.
At least 3-4 Year(s) of working experience in the related field is required for this position.
Ability to diagnose and resolve basic technical issues.
Knowledge in Firewall/router/switching/VLAN configuration/CCTV/Sound System.
Own transport and willing to travel to retail outlets if necessary.
Which of the following languages are you fluent in?
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Executive?
Do you have experience using point of sale (POS) software?",Kuala Lumpur,Information & Communication Technology,Management,Full time,
161,72189863,Senior Engineer Information Technology,Infineon Technologies (Malaysia) Sdn Bhd,"Responsible for project development including application integration via API, functionalities testing, performance benchmark, installation, and deployment within the scope of IT Information Management.
Responsible for script development, testing, troubleshooting, piloting, and maintenance after rollout. Ensuring quality assurance activities (e.g. testing, code review) are in place.
Manage Incident and Service Order tickets by analyzing, investigating, and fixing known issues or providing a workaround to users while following up with the user/IT team accordingly for a resolution.
Analyze new or existing tools and provide technical recommendations on compatibility and technical adaptation to decide on proof of concept and thereafter implementation.
Work closely with the Application Owner, project team, and cross-unit IT team to ensure the solution is delivered within scope, budget, and timeline including participating in the application deployment and release process
Perform requirement analysis, technical consultation, and feasibility study of user requirements. Propose a best-fit solution for system operations.
Provide technical documentation (e.g. technical specification, design guidelines, developer guidelines, etc)
Bachelor's Degree in Computer Science/Information Technology with 3-5 years of experience in software development.
Experienced in Object-oriented programming like Java, REST API development, XML-based content management (e.g. XML, XSLT, DTD, Xpath), and Web-based programming including Spring MVC Framework, Servlet, Javascript, JSON, HTML.
Experienced in various Windows Server e.g.: Apache Tomcat, JBoss, IIS. Knowledge in Openshift Kubernetes (hybrid cloud platform) and server administration are added advantages
Experienced in CI/CD for continuous integration and deployment. Experienced in source control e.g Git, Bitbucket, SVN
Experienced in databases such as Oracle SQL, and Microsoft SQL and familiar with PLSQL.
Experience in software testing methodologies and debugging techniques
Strong analytical and problem-solving skills, communication skills, and teamwork
What's your expected monthly basic salary?",Melaka,Information & Communication Technology,Engineering - Software,Contract/Temp,
162,72773668,"MANAGER, DIGITAL EDUCATION & SERVICES",UMPSA ADVANCED,"Minimum qualification – Degree holder in Information Technology, Information Systems, Computer Science or a related field
Experience - minimum 10 years working in related field
Manage information technology and computer systems
Coordinate and supervise IT staff members
Handle annual budget and ensure cost effectiveness for the IT department
Design, develop, implement and coordinate systems, policies and procedures
Ensure security of data, network access and backup systems
Identify problematic areas and implement strategic solutions in time
Business Analyst 
Database- Mysql/ Oracle 
Knowledge in Information System 
Software Language 
System Integration Network Security Policy 
Networking & Collaboration
What's your expected monthly basic salary?
How many years' experience do you have as a Digital Manager?",Kuantan District,Information & Communication Technology,Management,Full time,"RM 5,600 – RM 7,600 per month"
163,72747438,Technical Support,Artworld Technology Sdn Bhd,"Provides profession advices to customer onsite regarding machine installation environment, computer hardware / software system and electricity specification requirement.
Setup installation of machine and conduct machine operation training in customer site.
Provides technical support to users by answering questions, troubleshooting problems, setting on machine and training.
Acquire technical knowledge on product application.
Research and identify solutions to software and hardware issues
Ask customers targeted questions to quickly understand the root of the problem
Talk clients through a series of actions, either via phone, email or chat, until they’ve solved a technical issue
Properly escalate unresolved issues to appropriate internal
Provide prompt and accurate feedback to customers
Refer to internal database or external resources to provide accurate tech solutions
Ensure all issues are properly logged
Prioritize and manage several open issues at one time
Follow up with clients to ensure their machine are fully functional after troubleshooting
Prepare accurate and timely reports
Document technical knowledge in the form of notes and manuals
Maintain jovial relationships with clients
Primary Language: Mandarin (Require to liaise with mostly Cantonese / Mandarin Speaking clients)
Graduated with diploma of mechanical/electronic or relevant professional certificates.
Own basic electronic troubleshooting experience be advantage.
Own basic designing software such as Adobe Illustrator/Corel Draw will be advantage.
Able to speak/written in English and Bahasa Malaysia.
Able to work independently and good communication with others.
Be responsible and good in teamwork.
Processed own transport for customer services.
Willing to transport oversea and also domestic customer services.
Fresh graduates with strong vocation/hands on electrical knowledge are encouraged to apply.
Providing support for clients by learning about and satisfying their needs.
Building long-lasting, mutually beneficial relationships with external contacts and internal departments to create a better customer experience.
Handling complaints and negotiations.
Participate of all company sales events.
Provides profession advices to customer onsite regarding machine installation environment, computer hardware / software system and electricity specification requirement.
Setup installation of machine and conduct machine operation training in customer site.
Provides technical support to users by answering questions, troubleshooting problems, setting on machine and training.
Acquire technical knowledge on product application.
Complete any other duties that may be assigned from time to time by the management.
Products training will be provided.
Sales commission, performance bonus, and incentive.
Opportunity to travel nationwide in Malaysia, Brunei & Singapore.
What's your expected monthly basic salary?
How would you rate your Mandarin language skills?",Kuala Lumpur,"Manufacturing, Transport & Logistics",Machine Operators,Full time,"MYR 2,800 - 4,000"
164,72840216,IT Executive,NTN Bearing-Malaysia Sdn Bhd,"Participate in the planning and execution of IT projects, ensuring successful implementation and minimal disruption
Stay up-to-date with emerging technologies to contribute innovative ideas for continuous improvement
Maintain accurate documentation of IT processes, procedures and system assets
Perform regular maintenance tasks such as software updates, system optimization, hardware and network equipment upgrades
Manage user accounts, permission and access rights
Analysis of data for submission to management
Offer technical support and guidance to end-users, resolving inquiries and issues to enhance user productivity
Diagnose network, hardware and Windows software issues including installation and configuration, collaborating with relevant vendors to ensure speedy resolution
Proven experience in troubleshooting Windows software problems and providing effective solutions
Good understanding of computer networks and familiar with WSUS, Active Directory, Group Policy, DNS, DHCP, TCP/IP, etc
Familiar with hardware components and their functionality
Excellent communication skills to interact with end-users at all level
Ability to work both independantly and collaboratively
Has a wide range of IT skills in networking, system administration and application support
Do you have technical support experience?
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Executive?
Which of the following Microsoft Office products are you experienced with?
How would you rate your English language skills?",Shah Alam/Subang,Information & Communication Technology,Management,Full time,"RM 6,000 – RM 7,000 per month"
165,72685360,IT TECHNICAL SUPPORT EXECUTIVE,SPANCO SDN BHD,"Assist and ensure the day-to-day operation support of IT infrastructure, network system and end-users issues including implementation, troubleshooting, monitoring & maintenance.
Coordinate/Participate in IT Projects, including design and deployment of new IT system.
Able to analyze users’ issue and feedback/respond within the timeframe of the incident.
To provide troubleshoot of hardware & software by identify problematic areas & implement strategic solution in time.
Conduct daily check on servers’ hardware (Cloud system, Storage, Backup and etcetera) and performing Monthly/Quarterly Server Maintenance. And responsible to perform Restore for Physicals Servers, Virtual servers and Users important File.
Experience in excel, word & power point for preparing a proposal, IT documents or slide presentation.
Able to monitor/support/implement Wireless Infrastructure including connection of users, Wireless Controllers and Enterprise Access Points.
Liaise with vendor/supplier for the related hardware/software issue.
Administration of Windows Active Directory (AD), Group Policy (GPO), DNS and DHCP.
Able to work in a team and independently.
To assist in other tasks as assigned from time to time by technical head
To provide after-hours support according to work requirement and job schedule assign by technical head.
Familiarity with IP Pabx 1-level troubleshooting.
Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent
Preferably at least 2 years of working experience in the related field
Familiar with ITIL processes.
Good understanding on Networking with hand-on experience on 1st level Network support:
Routers (L3 device) and VPN knowledge.
Switches (L2 device, POE or non-POE)
VLAN network
IP VOIP system (Call center & IP Pabx)
Fortinet Firewall, FortiAP (or others firewall and AP’s product)
Good understanding of Windows Servers, Hyper-V with hand-on experience on 1st level System support:
Basic CLI command (window troubleshooting)
Active Directory (GPO)
Backup software (Veeam, Shadow Protect or Synology)
Effective communication and presentation skills. Well verse in Bahasa Malaysia & English.
Posses own transport and willing to travel on site (Branch office)
Routers (L3 device) and VPN knowledge.
Switches (L2 device, POE or non-POE)
VLAN network
IP VOIP system (Call center & IP Pabx)
Fortinet Firewall, FortiAP (or others firewall and AP’s product)
Basic CLI command (window troubleshooting)
Active Directory (GPO)
Backup software (Veeam, Shadow Protect or Synology)
Which of the following languages are you fluent in?
Which of the following Microsoft Office products are you experienced with?
Do you have technical support experience?",Gombak District,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 2,500 – RM 2,700 per month"
166,72823463,DWDM Engineer - MY Based,GOIP BUSINESS SOLUTION PTE. LTD.,"Responsible for the overall performance of company networks and leads the IT department in fulfilling the organization’s information systems requirements.
Network design, acceptance and cutover execution
Daily operation maintenance, emergency support, follow-up support issues, trouble-shooting interworking problems
Report preparation on performance analysis and capacity usage monitoring
Manage, maintain and improve various networks devices and services, security and systems (e.g., Switches, Routers, Firewalls, Anti-DDoS, WAF, VPN, Wireless) to meet with company’s business needs.
Provide technical solution and planning on hardware, system software and security for business and infrastructure projects.
Drive network security compliance checks, optimization, and network control construction of related processes.
Reporting on network performance and utilization management.
Execute corporate policies, procedures and other documentation related to network, system and security.
Maintain and update documentation on network infrastructure, network, setup, inventory, and guidelines.
Liaise with vendors for problem resolution and network project implementation.
Communicate and provide remote support advice for overseas if required.
Perform other job responsibilities and project as assigned.
Good Knowledge in DWDM/ SDH, GPON, OLT, BNG, Layer 2/3/4 networking, IP product, Routing Protocols, SDN, CCNA/CCNP
Experience in fixed network, broadband, lease line or Metro Ethernet
Knowledge of UNIX/ Linux OS platform
Unix/windows base programming like Python, Shell scripting or Perl is an advantage.
Degree holder in Electronic / Computer Engineering
At least 2 years relevant working experience in telecom industry or computer network
Able to work under pressure.
Good command of both written and spoken English, Cantonese, and Mandarin
What's your expected monthly basic salary?
Which of the following languages are you fluent in?
What's the highest level of Cisco wireless certification that you have completed?
How much notice are you required to give your current employer?
Which of the following Linux distributions are you familiar with?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,"RM 7,000 – RM 9,000 per month"
167,72793936,Group Information Technology Manager,ALPHA INTERNATIONAL WOMEN'S SPECIALISTS SDN BHD,"Supervise and oversee the daily operations of the IT team, ensuring smooth and efficient functioning of both IT infrastructures and the hospital IT system.
Develop and update IT policies, procedures, and systems in alignment with organizational objectives.
Prepare annual IT budgets, ensuring cost-effectiveness and adherence to allocated funds.
Engage with vendors specializing in healthcare solutions, ensuring services and products are tailored to the unique needs of a hospital environment.
Ensure compliance with healthcare-specific regulations such as MSQH or its equivalent, and remain updated on healthcare IT standards.
Oversee the integration of IT systems with medical equipment, ensuring the safe and secure storage and transmission of data.
Supervise the management, backup, security, and accessibility of IT Systems.
Emphasize cybersecurity measures, conducting regular security audits, and training employees on security best practices.
Develop and implement IT strategies that support the organization's goals and objectives.
Manage and oversee the IT department, including managing IT staff, resolving technical issues, and implementing new IT projects.
Develop and maintain IT policies and procedures, including IT security and disaster recovery plans.
Ensure compliance with relevant IT regulations and standards
Monitor and analyse IT performance to identify for improvement and optimise IT operations.
Manage IT vendor relationships and negotiate contracts for IT services and equipment.
Evaluate new technologies and make recommendations for the implementation.
Provide technical support to end-users on hardware and software issues.
Conduct IT training for employees as needed.
Work closely with other departments to identify IT needs and requirements.
Possesses a Bachelor's Degree / Diploma in Information Technology, Computer Science or equivalent.
Minimum of 10 years working experience in a Managerial position in the IT field.
Experience in either database and server administration is an added advantage.
Experience in healthcare industrial processes and workflows would be an added advantage.
Able to work effectively with vendors (for SLA, Licensing, Contract etc.).
Knowledge of network security frameworks such as authentication, authorization, etc. is an added advantage (Cisco Switches, Aruba).
Strong leadership, management, analytical and problem-solving skills.
How would you rate your Mandarin language skills?
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Manager?
How would you rate your English language skills?
How many years' experience do you have as a manager / team lead?",Selangor,Information & Communication Technology,Management,Full time,
168,72877960,IT Support Officer / Executive,Kah Motor Company Sdn Bhd,"Installing and configuring computer hardware, software, systems, networks, printers, and scanners
Monitoring and maintaining computer systems and networks
Responding in a timely manner to service issues and requests
Providing technical support across the company (this may be in person or over the phone)
Setting up accounts for new users
Repairing and replacing equipment as necessary
Testing new technology
Possibly training new join employee
Diploma / Bachelor's Degree in Information Technology, Computer Science, Information Systems, or any related field 
Minimum 2 years of experience working in IT operations
Experience leading and managing large IT projects and rolling out IT infrastructures across various technologies will be an added advantage
Excellent working knowledge of computer systems, security, network and systems administration, databases and data storage systems, and phone systems
Strong critical thinking and decision-making skills
Excellent project management skills and strong ability to prioritize
Firm grasp on IT infrastructure and operations best practices
Able to work independently 
Willing to travel outstation occasionally
What's your expected monthly basic salary?
Do you have technical support experience?
Do you have professional experience troubleshooting and repairing hardware issues on PC and laptop?
How many years' experience do you have as an Information Technology Support Executive?
How much notice are you required to give your current employer?",Penang Island,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 4,000 – RM 5,000 per month"
169,72161364,Huawei Cloud Delivery Engineer (Cloud Migration Engineer),Private Advertiser,"How many years' experience do you have as a Migration Engineer?
What's your expected monthly basic salary?
Which of the following programming languages are you experienced in?
Which of the following languages are you fluent in?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Contract/Temp,
170,72744606,Pre Sales Engineer (Network & Security),VSTECS BERHAD,"Allowances - petrol and mobile
Monthly incentive
Two (2) times bonus a year - annual and performance bonus
Annual salary increment
Staff cafeteria
Sport and Recreational by VSTECS Sport Club
We'll take care of you - medical, dental and insurance (hospitalisation & surgical benefits, personal accident, term life)
Product certification and on-the-job training will be provided
Work closely with sales, business development and product team to understand customer requirements
Prepare bill of material and proposal for IT Enterprise Hardware and Software related solutions
Actively engage business partners for product/technology update and conduct proof of concepts when requested
Engage with customers' technical team to obtain the confirmation on the design and proposal
Prepare reports and attend weekly pre-sales progress meeting
2-3 years' experience in pre-sales for IT enterprise solutions
Have knowledge on 
Network/Security
 products and solutions.
Those are currently in technical support role, but keen to venture into pre-sales are encouraged to apply
Good in communication and interpersonal skill, team player
Candidates must possess at least a Diploma/Advanced Diploma or Degree in Computer Science/Information Technology or equivalent.
Do you have technical pre-sales experience?
What's your expected monthly basic salary?
How much notice are you required to give your current employer?",Petaling,Information & Communication Technology,Sales - Pre & Post,Full time,
